"site.name","hour","Temp","Wet.Bulb.Temp.","Globe.Temp","Rel..Hum.","Baro.","Altitude","Station.P.","Wind.Speed","Heat.Index","Dew.Point","Dens..Alt.","NA.WBGT","TWL","WBGT","Wind.Chill","Tmrt","UTCI","svf","time_mid","n_raw","route","Crosswind","Headwind","Mag..Dir.","True.Dir.","site","local_time","t_local","sun_elev","period","ws_utci","D_Tmrt","UTCI_anom","Tmrt_anom","Ta_anom","ws_anom"
"kekulepark",2026-05-29 12:00:00,25.76,14.35,27.23,26.96,1019.52,-53.68,1019.51,0.53,23.7,5.33,351,15.09,312.89,18.54,25.71,29.4953359738311,25.4,0.414,2026-05-29 12:37:45,28,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 14:37:45,14.6166666666667,54.0856418675098,"midday",0.53,3.73533597383106,-6.75555555555556,-24.2421399276028,-1.17555555555555,-0.678888888888889
"kekulepark",2026-05-29 13:00:00,27.79,15.59,28.71,26.07,1018.86,-48,1018.86,0,25.71,6.61,431.29,16.36,231.09,19.9,27.77,28.71,26.5,0.414,2026-05-29 13:28:30,7,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 15:28:30,15.4666666666667,48.3463537196902,"midday",0.374662211060301,0.91999999999998,-4.65555555555556,-16.793857913486,-0.468888888888891,-0.684444444444444
"kekulepark",2026-05-29 14:00:00,29.25,16,37.24,23.56,1018.57,-46.13,1018.57,0,27.09,6.33,482.9,18.59,187.77,23.34,29.21,37.24,29.8,0.414,2026-05-29 14:30:35,30,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 16:30:35,16.5,39.8323502351432,"afternoon",0.374662211060301,7.99000000000001,-1.68,-6.27825998391279,0.0169999999999995,-0.462
"kekulepark",2026-05-29 15:00:00,27.82,15.04,29.72,23.58,1017.75,-39.04,1017.75,0.79,25.59,5.18,439.92,15.8,306.33,19.76,27.79,33.3256704630901,27.6,0.414,2026-05-29 15:32:10,25,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 17:32:10,17.5333333333333,30.6338950338745,"afternoon",0.79,5.50567046309009,-2.47,-8.64784524618315,-0.452999999999999,-0.119
"kekulepark",2026-05-29 16:00:00,26.82,14.7,28.57,24.95,1017.48,-36.62,1017.48,0.98,24.67,5.12,407.88,15.44,317.47,19.2,26.77,32.3885473895928,26.6,0.414,2026-05-29 16:29:55,26,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 18:29:55,18.4833333333333,21.8552965312219,"afternoon",0.98,5.56854738959276,-0.59,-1.57411491631653,-0.187999999999999,0.094
"kekulepark",2026-05-29 17:00:00,26.15,14.48,26.51,26.39,1016.66,-30.04,1016.67,1.27,24.1,5.37,393.5,15.52,301.63,18.77,26.11,27.4601800537538,24.4,0.414,2026-05-29 17:33:15,24,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 19:33:15,19.55,12.4824403504444,"afternoon",1.27,1.31018005375385,-2.23,-3.79433845055617,-0.828000000000003,0.665
"kekulepark",2026-05-29 18:00:00,23.38,13.73,23.16,32.88,1016.31,-27.54,1016.31,0,21.86,6.17,303.75,14.92,257.42,17.41,23.35,23.16,22.2,0.414,2026-05-29 18:31:35,24,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 20:31:35,20.5166666666667,4.42211063421773,"afternoon",0.374662211060301,-0.219999999999974,-0.800000000000001,-0.343338595144115,-0.827999999999999,-0.022
"kekulepark",2026-05-29 19:00:00,22.76,13.78,22.49,35.79,1016.93,-32.15,1016.93,0,21.49,6.84,277.04,14.9,259.37,17.2,22.71,22.49,21.7,0.414,2026-05-29 19:31:10,27,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 21:31:10,21.5166666666667,-2.90105506005844,"night",0.374662211060301,-0.269999999999992,-0.0800000000000018,0.386563015870944,0.0710000000000015,-0.033
"kekulepark",2026-05-29 20:00:00,20.84,13.66,20.5,44.81,1016.56,-29,1016.56,0,19.85,8.41,217.46,14.52,265.69,16.34,20.81,20.5,20.3,0.414,2026-05-29 20:31:35,28,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 22:31:35,22.5166666666667,-9.0107560430815,"night",0.374662211060301,-0.34,-0.239999999999998,-0.0228951087695464,-0.339000000000002,-0.133
"kekulepark",2026-05-29 21:00:00,21.31,13.43,21.24,40.76,1016.38,-28,1016.38,0,20.35,7.44,232.23,14.42,264.15,16.46,21.25,21.24,20.6,0.414,2026-05-29 21:31:25,30,"forum",NA,NA,NA,NA,"kekulepark",2026-05-29 23:31:25,23.5166666666667,-13.3634462699268,"night",0.374662211060301,-0.0699999999999896,0.41,0.86678890512399,-0.438000000000002,-0.691
"rudower north",2026-05-29 03:00:00,13.34,10.18,17.4,67.44,1021.62,-71.45,1021.61,0.09,12.65,7.44,-105.5,11.33,282.53,12.71,13.3,19.783640801742,16.5,0.619,2026-05-29 03:56:35,20,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 05:56:35,5.93333333333333,7.34912617313206,"morning",0.374662211060301,6.44364080174202,5.15,9.76274660470215,3.318,0.078
"rudower north",2026-05-29 04:00:00,16.53,11.88,23.76,57.7,1021.8,-73.48,1021.8,0.17,15.21,8.17,9.97,13.76,272.97,15.99,16.49,29.4899963029833,21.2,0.619,2026-05-29 04:55:50,29,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 06:55:50,6.91666666666667,15.8086101710774,"morning",0.374662211060301,12.9599963029833,6.5,14.2095817181455,3.491,0.03
"rudower north",2026-05-29 05:00:00,20.32,13.26,30.01,44.72,1021.58,-71.39,1021.58,0.37,19.12,7.91,146.9,15.5,264.19,18.77,20.29,41.2147291859256,26.4,0.619,2026-05-29 05:55:40,31,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 07:55:40,7.91666666666667,24.8021530797253,"morning",0.374662211060301,20.8947291859256,6.12,15.096017340268,2.663,-0.046
"rudower north",2026-05-29 06:00:00,21.76,13.64,32.53,39.71,1021.37,-69.35,1021.37,0.74,20.81,7.48,198.42,16.08,276.62,19.83,21.72,50.3664966049806,29.2,0.619,2026-05-29 06:56:25,26,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 08:56:25,8.93333333333333,34.0388842082576,"morning",0.74,28.6064966049806,4.16666666666667,11.6745866174797,1.65888888888889,0.0844444444444444
"rudower north",2026-05-29 07:00:00,22.86,13.72,35.13,35.22,1021.49,-70.44,1021.5,0.73,21.5,6.67,233,16.31,272.14,20.57,22.81,54.6367329287096,30.9,0.619,2026-05-29 07:56:45,18,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 09:56:45,9.93333333333333,42.8768948025574,"morning",0.73,31.7767329287096,4.92222222222222,13.7667903123327,1.38111111111111,-0.123333333333333
"rudower north",2026-05-29 08:00:00,23.92,13.97,38.38,31.95,1021.12,-67.24,1021.12,1.31,22.26,6.2,272.97,17.44,253.66,22.19,23.88,68.4949941173182,34.2,0.619,2026-05-29 08:55:40,29,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 10:55:40,10.9166666666667,50.5658707689512,"midday",1.31,44.5749941173182,4.33,17.2042400886265,0.460000000000001,0.336
"rudower north",2026-05-29 09:00:00,25.29,14.72,38.62,30.59,1021.12,-67.08,1021.11,0.74,23.41,6.75,321.67,17.87,245.03,22.67,25.24,59.1932203572588,33.3,0.619,2026-05-29 09:55:35,24,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 11:55:35,11.9166666666667,56.4410381571303,"midday",0.74,33.9032203572588,3.01111111111111,8.58664813653086,0.941111111111109,-0.0988888888888889
"rudower north",2026-05-29 10:00:00,25.86,14.49,35.94,27.36,1020.61,-63.11,1020.61,1.12,23.83,5.62,344.17,16.83,265.95,21.45,25.82,56.4057679463678,32.4,0.619,2026-05-29 10:52:55,54,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 12:52:55,12.8666666666667,58.9960492087365,"midday",1.12,30.5457679463678,1.5,3.64257828805119,0.675000000000001,0.00800000000000001
"rudower north",2026-05-29 11:00:00,26.92,15.05,39.84,26.43,1019.89,-57.54,1019.88,0.97,24.85,6.05,388.69,18.08,243.69,23.22,26.88,62.774226880369,34.9,0.619,2026-05-29 11:56:10,13,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 13:56:10,13.9333333333333,57.4034136801549,"midday",0.97,35.854226880369,2.54,7.69108380699706,0.536000000000001,-0.128
"rudower north",2026-05-29 13:00:00,28.82,15.82,37.86,24.04,1018.82,-48.09,1018.82,0,26.64,6.28,465.6,18.5,185.45,23.3,28.78,37.86,29.7,0.619,2026-05-29 13:26:33.962264,53,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 15:26:33.962264,15.4333333333333,48.5901817709502,"midday",0.374662211060301,9.04000000000001,-1.45555555555556,-7.64385791348597,0.56111111111111,-0.684444444444444
"rudower north",2026-05-29 14:00:00,28.62,15.45,30.09,23.06,1018.08,-42.14,1018.07,0,26.34,5.51,464.18,16.77,225.69,20.58,28.56,30.09,27.4,0.619,2026-05-29 14:54:45,28,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 16:54:45,16.9,36.2737091675527,"afternoon",0.374662211060301,1.46999999999997,-4.08,-13.4282599839128,-0.613,-0.462
"rudower north",2026-05-29 15:00:00,27.9,15.07,28.95,23.47,1017.22,-34.74,1017.22,0.62,25.65,5.17,447.74,16.07,290.95,19.8,27.87,30.7021379139667,27,0.619,2026-05-29 15:56:20,23,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 17:56:20,17.9333333333333,26.9552623672883,"afternoon",0.62,2.80213791396668,-3.07,-11.2713777953066,-0.373000000000001,-0.289
"rudower north",2026-05-29 16:00:00,27.13,14.88,27.56,24.87,1016.98,-32.4,1016.98,1.07,25,5.35,425.03,15.52,319.17,19.05,27.11,28.5730565363512,25.6,0.619,2026-05-29 16:54:55,30,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 18:54:55,18.9,18.1023174836956,"afternoon",1.07,1.4430565363512,-1.59,-5.38960576955809,0.122,0.184
"rudower north",2026-05-29 17:00:00,26.37,14.82,26.3,27.08,1016.42,-28,1016.42,0.34,24.32,5.93,405,15.8,288.92,18.94,26.32,26.2155949080793,24.9,0.619,2026-05-29 17:56:35,24,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 19:56:35,19.9333333333333,9.1738600121497,"afternoon",0.374662211060301,-0.15440509192069,-1.73,-5.03892359623071,-0.608000000000001,-0.265
"rudower north",2026-05-29 18:00:00,24.71,14.43,24.73,31.46,1016.36,-28,1016.36,0.18,22.88,6.67,350.24,15.64,249.14,18.33,24.67,24.7467188147425,23.5,0.619,2026-05-29 18:54:50,25,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 20:54:50,20.9,1.43570231376567,"afternoon",0.374662211060301,0.03671881474245,0.5,1.24338021959831,0.502000000000002,0.158
"rudower north",2026-05-29 19:00:00,23.71,14.24,23.55,34.46,1016.71,-30.96,1016.71,0,22.2,7.12,313.54,15.39,253.46,17.89,23.69,23.55,22.6,0.619,2026-05-29 19:56:15,26,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 21:56:15,21.9333333333333,-5.62130696653777,"night",0.374662211060301,-0.159999999999989,0.82,1.44656301587095,1.021,-0.033
"rudower north",2026-05-29 20:00:00,22.51,14.02,22.39,38.59,1016.29,-27.44,1016.29,0.79,21.42,7.72,277.19,14.71,320,17.01,22.46,22.1401772484461,21.2,0.619,2026-05-29 20:55:30,27,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 22:55:30,22.9166666666667,-10.9747636377792,"night",0.79,-0.369822751553908,0.66,1.61728213967655,1.331,0.657
"rudower north",2026-05-29 21:00:00,22.63,14.01,22.24,37.93,1016.19,-26.46,1016.19,2.28,21.49,7.59,282.57,14.35,320,16.75,22.59,20.6939561822784,18.2,0.619,2026-05-29 21:56:05,28,"forum",NA,NA,NA,NA,"rudower north",2026-05-29 23:56:05,23.9333333333333,-14.5808400622174,"night",2.28,-1.93604381772156,-1.99,0.320745087402422,0.881999999999998,1.589
"rudower south",2026-05-29 03:00:00,10.91,8.81,11.3,76.09,1021.56,-71.06,1021.56,0.02,10.55,6.85,-196,9.06,310.73,9.66,10.85,11.400140105105,12.4,0.63,2026-05-29 03:45:40,31,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 05:45:40,5.75,5.86498152819267,"morning",0.374662211060301,0.490140105104981,1.05,1.3792459080651,0.888,0.008
"rudower south",2026-05-29 04:00:00,13.01,9.91,13.23,68.26,1021.64,-72,1021.65,0.59,12.39,7.31,-118.17,10.18,320,11.06,12.99,13.6510375042318,13.8,0.63,2026-05-29 04:44:35,30,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 06:44:35,6.73333333333333,14.1582264910423,"morning",0.59,0.641037504231795,-0.899999999999999,-1.62937708060609,-0.0289999999999999,0.45
"rudower south",2026-05-29 05:00:00,16.21,11.2,15.92,54.23,1021.7,-72.43,1021.7,0.63,14.7,6.96,-3.77,11.63,320,12.93,16.16,15.3557942171858,15.8,0.63,2026-05-29 05:44:35,30,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 07:44:35,7.73333333333333,23.1173548797022,"morning",0.63,-0.854205782814198,-4.48,-10.7629176284718,-1.447,0.214
"rudower south",2026-05-29 07:00:00,19.55,12.02,19.49,40.14,1021.69,-72.33,1021.69,0.88,17.72,5.65,112.25,12.49,320,14.57,19.5,19.3528114772812,18.3,0.63,2026-05-29 07:44:25,24,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 09:44:25,9.73333333333333,41.1245528039326,"morning",0.88,-0.197188522718807,-7.67777777777778,-21.5171311390958,-1.92888888888889,0.0266666666666667
"rudower south",2026-05-29 08:00:00,20.31,12.34,20.5,38.26,1021.48,-70.21,1021.47,1.54,18.73,5.64,141.55,12.77,320,15.04,20.27,21.0992656725713,18,0.63,2026-05-29 08:44:40,29,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 10:44:40,10.7333333333333,49.2392808191851,"midday",1.54,0.789265672571336,-11.87,-30.1914883561204,-3.15,0.566
"rudower south",2026-05-29 09:00:00,21.38,12.63,21.78,35.08,1021.22,-67.73,1021.22,0.5,20.22,5.33,180.69,13.18,320,15.7,21.34,22.4139539316282,20.7,0.63,2026-05-29 09:44:55,26,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 11:44:55,11.7333333333333,55.5963545095165,"midday",0.5,1.03395393162816,-9.58888888888889,-28.1926182890998,-2.96888888888889,-0.338888888888889
"rudower south",2026-05-29 10:00:00,22.95,13.09,23.39,30.93,1020.79,-64.37,1020.79,0.56,21.4,4.89,238.93,13.76,320,16.61,22.9,24.1239663973544,22,0.63,2026-05-29 10:45:00,27,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 12:45:00,12.75,58.8629096220618,"midday",0.56,1.17396639735437,-8.9,-28.6392232609622,-2.235,-0.552
"rudower south",2026-05-29 11:00:00,25.36,13.9,34.76,26.09,1019.93,-57.63,1019.93,1.51,23.24,4.52,331.16,16.39,286.92,20.94,25.31,57.5865571090412,31.8,0.63,2026-05-29 11:45:50,19,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 13:45:50,13.75,57.9733113920326,"midday",1.51,32.2265571090412,-0.559999999999999,2.50341403566924,-1.024,0.412
"rudower south",2026-05-29 12:00:00,24.63,13.91,25.44,28.89,1019.24,-51.93,1019.24,1.62,22.67,5.36,314.81,14.4,320,17.6,24.58,27.921592459153,22.9,0.63,2026-05-29 12:52:00,27,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 14:52:00,14.8666666666667,52.6301329979987,"midday",1.62,3.29159245915298,-9.25555555555556,-25.8158834422809,-2.30555555555556,0.411111111111111
"rudower south",2026-05-29 13:00:00,26.95,15.05,27.33,26.4,1018.69,-47.41,1018.7,0,24.88,6.05,402.05,16.31,237.8,19.54,26.9,27.33,25.6,0.63,2026-05-29 13:39:15,22,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 15:39:15,15.65,46.9623514564552,"midday",0.374662211060301,0.379999999999985,-5.55555555555555,-18.173857913486,-1.30888888888889,-0.684444444444444
"rudower south",2026-05-29 14:00:00,28.01,15.21,34.57,23.73,1018.26,-43.26,1018.26,0,25.76,5.41,441.56,17.36,203.84,21.79,27.96,34.57,28.2,0.63,2026-05-29 14:43:50,27,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 16:43:50,16.7166666666667,37.8923501549486,"afternoon",0.374662211060301,6.55999999999999,-3.28,-8.94825998391281,-1.223,-0.462
"rudower south",2026-05-29 15:00:00,27.39,14.74,33.62,23.43,1017.48,-36.89,1017.47,1.13,25.1,4.69,426.04,16.46,289.15,20.94,27.33,47.0669114245171,30.8,0.63,2026-05-29 15:45:10,27,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 17:45:10,17.75,28.6560948274665,"afternoon",1.13,19.6769114245171,0.73,5.09339571524382,-0.882999999999999,0.221
"rudower south",2026-05-29 16:00:00,27.38,15.05,32.75,24.95,1017.17,-34.33,1017.16,1.15,25.23,5.6,431.37,16.47,295.7,20.78,27.33,44.6506034514506,30.2,0.63,2026-05-29 16:42:55,30,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 18:42:55,18.7,19.8971451172871,"afternoon",1.15,17.2706034514506,3.01,10.6879411455413,0.372,0.264
"rudower south",2026-05-29 17:00:00,26.01,14.52,26.07,27,1016.49,-28.21,1016.49,0.82,23.95,5.57,390.79,15.45,319.02,18.63,25.95,26.1928493437121,24.4,0.63,2026-05-29 17:46:15,28,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 19:46:15,19.7666666666667,10.6268168335494,"afternoon",0.82,0.18284934371211,-2.23,-5.0616691605979,-0.968,0.215
"rudower south",2026-05-29 18:00:00,23.82,14.01,23.94,32.56,1016.34,-27.96,1016.34,0,22.18,6.4,318.69,15.1,253.47,17.75,23.79,23.94,22.7,0.63,2026-05-29 18:44:15,26,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 20:44:15,20.7333333333333,2.77648375824327,"afternoon",0.374662211060301,0.119999999999997,-0.300000000000001,0.436661404855858,-0.387999999999998,-0.022
"rudower south",2026-05-29 19:00:00,23.25,13.84,23.27,34.17,1016.81,-31.89,1016.81,0.2,21.82,6.62,295.07,14.92,271.64,17.42,23.23,23.2880741693754,22.2,0.63,2026-05-29 19:45:15,28,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 21:45:15,21.75,-4.458267251545,"night",0.374662211060301,0.0380741693753635,0.419999999999998,1.1846371852463,0.561,0.167
"rudower south",2026-05-29 20:00:00,21.89,13.69,21.98,39.47,1016.47,-28,1016.47,0.22,20.96,7.51,252.83,14.64,284.75,16.83,21.86,22.067224021102,21.2,0.63,2026-05-29 20:45:05,18,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 22:45:05,22.75,-10.1542017349032,"night",0.374662211060301,0.177224021102049,0.66,1.5443289123325,0.710999999999999,0.087
"rudower south",2026-05-29 21:00:00,21.79,13.42,21.37,38.09,1016.3,-27.61,1016.3,1.14,20.75,6.9,249.3,13.95,320,16.19,21.75,20.2642243769446,19.6,0.63,2026-05-29 21:45:10,23,"forum",NA,NA,NA,NA,"rudower south",2026-05-29 23:45:10,23.75,-14.0863118400182,"night",1.14,-1.52577562305536,-0.59,-0.10898671793138,0.041999999999998,0.449
